,source,postcode,house_is,property_subtype,rooms_number,area,equipped_kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,swimming_pool_has,region,building_state_agg,facades_number,price
1,6,9999,HOUSE,VILLA,4.0,5.855071922202427,True,False,False,False,0.0,True,6.884486652042782,7.330405211844402,False,F,good,4.0,675000.0
2,6,4020,HOUSE,APARTMENT_BLOCK,5.0,5.713732805509369,True,False,False,False,0.0,False,0.0,6.633318433280377,False,W,to_renovate,0.0,250000.0
3,6,1200,HOUSE,HOUSE,4.0,5.459585514144159,True,True,False,False,0.0,False,0.0,4.143134726391533,False,B,renovated,3.0,545000.0
5,6,4040,HOUSE,HOUSE,3.0,5.298317366548036,True,False,False,False,0.0,True,3.6888794541139363,4.605170185988092,False,W,to_renovate,3.0,189000.0
7,6,1150,HOUSE,APARTMENT_BLOCK,4.0,5.298317366548036,True,False,False,True,1.3862943611198906,True,5.0106352940962555,5.707110264748875,False,B,good,0.0,650000.0
10,6,9600,HOUSE,APARTMENT_BLOCK,6.0,5.541263545158426,True,False,False,True,3.091042453358316,False,0.0,5.3230099791384085,False,F,good,0.0,389000.0
11,6,1030,HOUSE,APARTMENT_BLOCK,3.0,4.919980925828125,True,False,False,True,2.302585092994046,False,0.0,5.272999558563747,False,B,to_renovate,0.0,399000.0
12,6,4500,HOUSE,APARTMENT_BLOCK,5.0,5.991464547107982,True,False,False,True,0.0,True,5.902633333401366,6.401917196727186,False,W,good,0.0,425000.0
13,6,1200,HOUSE,APARTMENT_BLOCK,7.0,6.309918278226516,True,False,False,True,2.995732273553991,True,4.0943445622221,5.598421958998375,False,B,good,0.0,1750000.0
14,6,3270,HOUSE,APARTMENT_BLOCK,3.0,5.3471075307174685,True,False,False,False,0.0,False,0.0,4.77912349311153,False,F,to_renovate,0.0,198000.0
15,6,9999,HOUSE,APARTMENT_BLOCK,1.0,4.770684624465665,True,False,False,False,0.0,False,0.0,4.143134726391533,False,W,to_renovate,0.0,349000.0
17,6,8000,HOUSE,MANSION,3.0,5.44673737166631,True,False,True,True,2.995732273553991,False,0.0,4.8283137373023015,False,F,renovated,2.0,659000.0
18,6,1140,HOUSE,APARTMENT_BLOCK,7.0,5.54907608489522,False,False,False,False,0.0,False,0.0,5.857933154483459,False,B,to_renovate,0.0,695000.0
19,6,8000,HOUSE,MANSION,5.0,5.579729825986222,True,False,False,True,3.6375861597263857,False,0.0,4.700480365792417,False,F,renovated,2.0,795000.0
20,6,6940,HOUSE,EXCEPTIONAL_PROPERTY,7.0,5.8289456176102075,True,False,False,False,0.0,True,8.779557455883728,8.85366542803745,False,W,good,4.0,845000.0
21,6,9999,HOUSE,APARTMENT_BLOCK,4.0,5.598421958998375,True,False,False,True,5.0106352940962555,False,0.0,5.752572638825633,False,W,to_renovate,0.0,225000.0
22,6,4020,HOUSE,APARTMENT_BLOCK,8.0,5.19295685089021,True,False,False,False,0.0,True,4.007333185232471,4.787491742782046,False,W,to_renovate,0.0,280000.0
27,6,6030,HOUSE,APARTMENT_BLOCK,3.0,5.3230099791384085,True,False,False,False,0.0,False,0.0,5.117993812416755,False,W,to_renovate,0.0,275000.0
28,6,1030,HOUSE,APARTMENT_BLOCK,8.0,5.886104031450156,True,False,False,True,2.70805020110221,True,4.174387269895637,4.990432586778736,False,B,to_renovate,0.0,520000.0
29,6,1090,HOUSE,APARTMENT_BLOCK,8.0,5.857933154483459,True,False,False,True,3.6109179126442243,True,4.927253685157205,5.459585514144159,False,B,good,0.0,749000.0
30,6,1050,HOUSE,APARTMENT_BLOCK,5.0,6.214608098422191,True,False,False,True,2.0794415416798357,True,4.867534450455582,5.552959584921617,False,B,to_renovate,0.0,2300000.0
34,6,1150,HOUSE,APARTMENT_BLOCK,3.0,5.393627546352362,True,False,False,True,3.091042453358316,True,4.727387818712341,5.480638923341991,False,B,good,0.0,925000.0
35,6,9999,HOUSE,HOUSE,4.0,5.298317366548036,True,False,False,True,0.0,True,5.298317366548036,5.886104031450156,False,W,good,3.0,160000.0
37,6,6840,HOUSE,APARTMENT_BLOCK,5.0,6.371611847231857,True,False,False,True,0.0,False,0.0,6.131226489483141,False,W,good,0.0,209000.0
38,6,9999,HOUSE,APARTMENT_BLOCK,4.0,5.752572638825633,True,False,False,False,0.0,False,0.0,4.976733742420574,False,F,good,0.0,399000.0
39,6,8000,HOUSE,MANSION,4.0,5.556828061699537,True,False,True,False,0.0,False,0.0,5.375278407684165,False,F,good,2.0,649000.0
40,6,1150,HOUSE,HOUSE,4.0,5.783825182329737,True,False,False,True,3.258096538021482,True,5.703782474656201,5.991464547107982,False,B,to_renovate,3.0,980000.0
41,6,4300,HOUSE,APARTMENT_BLOCK,4.0,5.298317366548036,True,False,False,False,0.0,True,5.298317366548036,5.84354441703136,False,W,good,0.0,375000.0
42,6,8370,HOUSE,APARTMENT_BLOCK,4.0,5.420534999272286,True,False,False,True,2.0794415416798357,False,0.0,4.574710978503383,False,F,renovated,0.0,250000.0
43,6,1020,HOUSE,APARTMENT_BLOCK,0.0,5.19295685089021,False,False,False,False,0.0,False,0.0,3.912023005428146,False,B,renovated,0.0,398000.0
48,6,1200,HOUSE,HOUSE,4.0,5.19295685089021,True,False,False,True,1.3862943611198906,True,3.784189633918261,0.0,False,B,good,3.0,550000.0
49,6,4500,HOUSE,APARTMENT_BLOCK,6.0,5.940171252720432,True,False,False,True,4.653960350157523,True,7.824046010856292,7.9714309977693505,False,W,to_renovate,0.0,225000.0
50,6,9999,HOUSE,APARTMENT_BLOCK,3.0,5.1647859739235145,True,False,False,False,0.0,True,4.31748811353631,5.966146739123692,False,W,good,0.0,200000.0
53,6,9999,HOUSE,HOUSE,2.0,4.736198448394496,True,False,False,False,0.0,False,0.0,4.248495242049359,False,F,to_renovate,3.0,209000.0
57,6,3270,HOUSE,APARTMENT_BLOCK,2.0,5.863631175598097,True,False,False,False,0.0,False,0.0,6.234410725718371,False,F,good,0.0,445000.0
59,6,1300,HOUSE,APARTMENT_BLOCK,11.0,6.253828811575473,True,True,False,True,0.0,True,8.612503371220562,8.612503371220562,True,W,renovated,0.0,1250000.0
60,6,1348,HOUSE,APARTMENT_BLOCK,11.0,6.253828811575473,True,True,False,True,0.0,True,8.556413904569519,8.612503371220562,True,W,renovated,0.0,1250000.0
61,6,6230,HOUSE,APARTMENT_BLOCK,4.0,5.91350300563827,True,False,False,True,0.0,False,0.0,6.684611727667927,False,W,good,0.0,300000.0
62,6,4870,HOUSE,APARTMENT_BLOCK,4.0,5.886104031450156,True,False,False,True,3.6888794541139363,False,0.0,5.303304908059076,False,W,to_renovate,0.0,289000.0
63,6,1030,HOUSE,APARTMENT_BLOCK,6.0,5.480638923341991,True,False,False,False,0.0,False,0.0,5.814130531825066,False,B,good,0.0,940000.0
64,6,9999,HOUSE,HOUSE,3.0,5.5909869805108565,True,False,False,True,4.736198448394496,True,6.063785208687608,1.791759469228055,False,F,good,3.0,199000.0
65,6,5100,HOUSE,APARTMENT_BLOCK,5.0,5.799092654460526,True,False,False,False,0.0,False,0.0,5.968707559985366,False,W,to_renovate,0.0,395000.0
67,6,9999,HOUSE,EXCEPTIONAL_PROPERTY,4.0,5.905361848054571,True,False,False,True,3.4011973816621555,True,9.120743838164426,9.120743838164426,False,F,good,4.0,820000.0
68,6,1200,HOUSE,APARTMENT_BLOCK,3.0,5.075173815233827,False,False,False,True,1.3862943611198906,True,3.784189633918261,0.0,False,B,good,0.0,550000.0
69,6,9999,HOUSE,VILLA,3.0,4.812184355372417,True,False,True,True,0.0,False,0.0,6.154858094016418,False,W,to_renovate,4.0,215000.0
70,6,1000,HOUSE,APARTMENT_BLOCK,10.0,6.745236349484363,True,True,False,False,0.0,False,0.0,5.438079308923196,False,B,good,0.0,3500000.0
71,6,9000,HOUSE,APARTMENT_BLOCK,7.0,5.752572638825633,True,False,False,True,1.3862943611198906,False,0.0,4.605170185988092,False,F,good,0.0,750000.0
73,6,8450,HOUSE,APARTMENT_BLOCK,5.0,5.4680601411351315,True,False,False,False,0.0,False,0.0,5.3230099791384085,False,F,good,0.0,399000.0
74,6,2018,HOUSE,APARTMENT_BLOCK,4.0,5.886104031450156,True,False,False,False,0.0,False,0.0,5.075173815233827,False,F,renovated,0.0,725000.0
75,6,9000,HOUSE,HOUSE,3.0,5.176149732573829,True,False,False,True,0.0,False,0.0,5.799092654460526,False,F,good,3.0,665000.0
76,6,1950,HOUSE,APARTMENT_BLOCK,7.0,5.438079308923196,True,False,False,True,3.044522437723423,False,0.0,5.8971538676367405,False,F,renovated,0.0,725000.0
77,6,4920,HOUSE,APARTMENT_BLOCK,2.0,4.442651256490317,True,False,False,True,2.0794415416798357,False,0.0,5.521460917862246,False,W,good,0.0,218000.0
79,6,8370,HOUSE,HOUSE,3.0,4.969813299576001,True,False,False,False,0.0,False,0.0,4.02535169073515,False,F,good,3.0,330000.0
82,6,9999,HOUSE,APARTMENT_BLOCK,4.0,5.634789603169249,True,False,False,True,1.791759469228055,True,3.912023005428146,5.655991810819852,False,W,renovated,0.0,299000.0
84,6,7700,HOUSE,HOUSE,4.0,5.19295685089021,True,False,False,True,4.605170185988092,False,0.0,0.0,False,W,renovated,3.0,390000.0
87,6,1180,HOUSE,APARTMENT_BLOCK,5.0,5.214935757608986,True,False,False,True,3.2188758248682006,True,4.962844630259907,5.438079308923196,False,B,to_renovate,0.0,785000.0
88,6,3020,HOUSE,APARTMENT_BLOCK,10.0,6.052089168924417,True,False,False,True,2.1972245773362196,False,0.0,6.456769655572163,False,F,to_renovate,0.0,1285000.0
91,6,9999,HOUSE,HOUSE,4.0,5.3230099791384085,True,False,False,True,0.0,True,3.912023005428146,4.882801922586371,False,F,good,3.0,285000.0
98,6,1000,HOUSE,APARTMENT_BLOCK,7.0,5.991464547107982,True,False,False,True,4.31748811353631,False,0.0,5.327876168789581,False,B,to_renovate,0.0,1350000.0
103,6,9999,HOUSE,HOUSE,5.0,5.342334251964811,True,False,False,False,0.0,False,0.0,5.087596335232384,False,W,to_renovate,3.0,125000.0
104,6,9660,HOUSE,HOUSE,2.0,5.3471075307174685,True,False,False,False,0.0,False,0.0,0.0,False,F,to_renovate,3.0,155000.0
110,6,1150,HOUSE,EXCEPTIONAL_PROPERTY,7.0,5.991464547107982,False,False,False,True,4.605170185988092,True,6.331501849893691,6.476972362889683,False,B,renovated,4.0,1880000.0
111,6,2018,HOUSE,HOUSE,6.0,6.100318952020064,True,True,False,True,0.0,True,5.583496308781699,5.583496308781699,False,F,good,3.0,2450000.0
113,6,9999,HOUSE,HOUSE,2.0,4.442651256490317,True,False,False,True,0.0,False,0.0,0.0,False,W,good,3.0,119500.0
115,6,1180,HOUSE,APARTMENT_BLOCK,5.0,5.111987788356544,True,False,False,True,4.382026634673881,True,4.605170185988092,5.0369526024136295,False,B,good,0.0,495000.0
116,6,9000,HOUSE,APARTMENT_BLOCK,7.0,5.181783550292085,True,True,False,True,2.302585092994046,True,2.302585092994046,4.330733340286331,False,F,good,0.0,600000.0
118,6,1050,HOUSE,APARTMENT_BLOCK,4.0,5.075173815233827,False,False,False,False,0.0,False,0.0,4.0943445622221,False,B,to_renovate,0.0,490000.0
120,6,1040,HOUSE,APARTMENT_BLOCK,6.0,5.4510384535657,True,False,False,True,1.9459101490553132,False,0.0,4.276666119016055,True,B,to_renovate,0.0,785000.0
122,6,9999,HOUSE,HOUSE,2.0,4.605170185988092,True,False,False,True,2.995732273553991,False,0.0,0.0,False,W,good,3.0,125000.0
124,6,1435,HOUSE,APARTMENT_BLOCK,1.0,4.74493212836325,True,False,False,True,0.0,False,0.0,5.030437921392435,False,W,good,0.0,275000.0
127,6,1000,HOUSE,APARTMENT_BLOCK,4.0,5.605802066295998,True,False,False,True,3.4657359027997265,True,2.772588722239781,4.394449154672439,False,B,renovated,0.0,735000.0
128,6,1030,HOUSE,APARTMENT_BLOCK,44.0,8.753055515138222,True,False,False,True,2.302585092994046,False,0.0,7.600902459542082,False,B,good,0.0,5500000.0
129,6,1500,HOUSE,APARTMENT_BLOCK,5.0,5.241747015059643,True,False,False,False,0.0,False,0.0,0.0,False,F,renovated,0.0,630000.0
130,6,9900,HOUSE,TOWN_HOUSE,3.0,5.176149732573829,True,False,False,False,0.0,False,0.0,4.955827057601261,False,F,good,3.0,249000.0
131,6,8700,HOUSE,HOUSE,2.0,5.181783550292085,True,False,False,True,3.4011973816621555,False,0.0,5.934894195619588,False,F,good,3.0,368000.0
133,6,9999,HOUSE,HOUSE,3.0,4.787491742782046,True,False,False,True,3.7612001156935624,True,5.662960480135946,5.814130531825066,False,F,good,3.0,229000.0
134,6,6230,HOUSE,APARTMENT_BLOCK,5.0,5.480638923341991,True,False,False,True,3.6888794541139363,False,0.0,6.917705609835305,False,W,good,0.0,299900.0
137,6,2930,HOUSE,HOUSE,2.0,4.90527477843843,True,False,False,True,3.912023005428146,True,3.912023005428146,5.459585514144159,False,F,good,3.0,369000.0
140,6,1080,HOUSE,APARTMENT_BLOCK,4.0,5.318119993844216,True,False,False,False,0.0,False,0.0,4.787491742782046,False,B,good,0.0,435000.0
142,6,7850,HOUSE,VILLA,4.0,5.62040086571715,True,False,False,True,4.219507705176107,True,5.991464547107982,7.074963197966044,False,W,good,4.0,550000.0
143,6,2018,HOUSE,APARTMENT_BLOCK,6.0,6.396929655216146,True,False,False,False,0.0,False,0.0,5.472270673671475,False,F,to_renovate,0.0,669000.0
144,6,1160,HOUSE,APARTMENT_BLOCK,9.0,5.703782474656201,True,True,True,True,2.995732273553991,True,4.174387269895637,4.8283137373023015,False,B,renovated,0.0,925000.0
147,6,5590,HOUSE,APARTMENT_BLOCK,5.0,5.572154032177765,True,False,False,False,0.0,False,0.0,5.0369526024136295,False,W,to_renovate,0.0,415000.0
148,6,1000,HOUSE,APARTMENT_BLOCK,10.0,6.29156913955832,True,False,False,True,4.0943445622221,False,0.0,0.0,False,B,to_renovate,0.0,1350000.0
150,6,9900,HOUSE,APARTMENT_BLOCK,6.0,5.634789603169249,False,False,False,True,0.0,False,0.0,6.3784261836515865,False,F,to_renovate,0.0,450000.0
151,6,4000,HOUSE,HOUSE,4.0,5.0689042022202315,True,False,False,True,0.0,False,0.0,4.770684624465665,False,W,good,3.0,229000.0
152,6,1090,HOUSE,APARTMENT_BLOCK,8.0,5.703782474656201,True,False,False,True,0.0,False,0.0,4.6443908991413725,False,B,to_renovate,0.0,700000.0
153,6,9550,HOUSE,HOUSE,2.0,4.867534450455582,True,False,False,False,0.0,False,0.0,4.882801922586371,False,F,renovated,3.0,225000.0
154,6,8500,HOUSE,HOUSE,5.0,4.787491742782046,True,False,False,False,0.0,False,0.0,3.828641396489095,False,F,to_renovate,3.0,280000.0
155,6,1000,HOUSE,EXCEPTIONAL_PROPERTY,2.0,5.8916442118257715,True,False,False,True,0.0,False,0.0,4.605170185988092,False,B,good,4.0,1460000.0
156,6,4020,HOUSE,HOUSE,4.0,5.19295685089021,True,False,False,False,0.0,False,0.0,0.0,False,W,to_renovate,3.0,245000.0
157,6,1800,HOUSE,APARTMENT_BLOCK,3.0,5.3471075307174685,True,False,False,True,1.6094379124341003,True,3.58351893845611,4.836281906951478,False,F,to_renovate,0.0,329000.0
158,6,6900,HOUSE,HOUSE,5.0,6.1092475827643655,True,False,False,False,0.0,False,0.0,5.135798437050262,False,W,good,3.0,525000.0
159,6,9200,HOUSE,APARTMENT_BLOCK,6.0,5.598421958998375,True,False,False,True,0.0,False,0.0,5.583496308781699,False,F,good,0.0,535000.0
160,6,9999,HOUSE,HOUSE,8.0,5.802118375377063,True,False,False,True,0.0,False,0.0,4.605170185988092,False,F,good,3.0,550000.0
161,6,9000,HOUSE,APARTMENT_BLOCK,0.0,5.857933154483459,True,False,False,False,0.0,False,0.0,5.762051382780177,False,F,good,0.0,1275000.0
162,6,1140,HOUSE,APARTMENT_BLOCK,7.0,5.783825182329737,False,False,False,True,0.0,True,3.6888794541139363,5.0238805208462765,False,B,to_renovate,0.0,795000.0
164,6,9999,HOUSE,HOUSE,6.0,5.616771097666572,True,False,False,True,2.302585092994046,True,3.4011973816621555,5.043425116919247,False,W,good,3.0,310000.0
167,6,9999,HOUSE,HOUSE,2.0,4.700480365792417,True,False,False,False,0.0,False,0.0,5.220355825078324,False,F,good,3.0,165000.0
169,6,6840,HOUSE,APARTMENT_BLOCK,5.0,5.749392985908253,True,False,False,False,0.0,False,0.0,0.0,False,W,good,0.0,210000.0
171,6,8820,HOUSE,HOUSE,3.0,4.890349128221754,False,False,False,False,0.0,False,0.0,6.1092475827643655,False,F,to_renovate,3.0,219000.0
175,6,1000,HOUSE,APARTMENT_BLOCK,4.0,5.19295685089021,True,False,False,True,1.0986122886681098,False,0.0,0.0,False,B,good,0.0,695000.0
176,6,4500,HOUSE,HOUSE,4.0,5.075173815233827,True,False,False,True,0.0,True,4.31748811353631,5.075173815233827,False,W,to_renovate,3.0,135000.0
178,6,1495,HOUSE,VILLA,8.0,6.551080335043404,True,False,True,True,4.787491742782046,True,7.24422751560335,7.696212639346407,True,W,good,4.0,850000.0
179,6,8800,HOUSE,HOUSE,9.0,6.095824562432225,True,False,False,True,0.0,False,0.0,5.3612921657094255,False,F,good,3.0,1250000.0
180,6,9000,HOUSE,HOUSE,4.0,4.912654885736052,False,False,False,False,0.0,False,0.0,4.007333185232471,False,F,good,3.0,220000.0
181,6,8530,HOUSE,APARTMENT_BLOCK,2.0,4.59511985013459,False,False,False,False,0.0,False,0.0,10.429901051643771,False,F,good,0.0,228000.0
182,6,1150,HOUSE,APARTMENT_BLOCK,7.0,6.1092475827643655,True,False,True,True,4.532599493153256,True,6.331501849893691,0.0,False,B,good,0.0,1880000.0
183,6,4800,HOUSE,APARTMENT_BLOCK,5.0,5.10594547390058,True,False,False,True,3.6888794541139363,True,4.382026634673881,5.521460917862246,False,W,to_renovate,0.0,195000.0
184,6,2800,HOUSE,APARTMENT_BLOCK,4.0,6.052089168924417,True,False,False,True,4.02535169073515,True,3.091042453358316,5.472270673671475,False,F,to_renovate,0.0,790000.0
185,6,9999,HOUSE,HOUSE,3.0,4.969813299576001,False,False,False,True,0.0,False,0.0,5.8805329864007,False,F,renovated,3.0,360000.0
187,6,8340,HOUSE,HOUSE,3.0,4.718498871295094,True,True,True,False,0.0,True,3.5553480614894135,4.584967478670572,False,F,good,3.0,450000.0
188,6,8310,HOUSE,APARTMENT_BLOCK,8.0,5.703782474656201,True,False,False,True,2.302585092994046,True,5.135798437050262,6.29156913955832,False,F,good,0.0,595000.0
190,6,4500,HOUSE,APARTMENT_BLOCK,2.0,5.857933154483459,True,False,False,True,0.0,False,0.0,5.659482215759621,False,W,good,0.0,199500.0
191,6,5580,HOUSE,HOUSE,8.0,5.666426688112432,True,False,False,True,0.0,False,0.0,7.288244401020124,False,W,good,3.0,350000.0
192,6,1210,HOUSE,APARTMENT_BLOCK,4.0,5.393627546352362,True,False,False,True,2.70805020110221,False,0.0,4.499809670330265,False,B,to_renovate,0.0,435000.0
193,6,4540,HOUSE,APARTMENT_BLOCK,6.0,5.703782474656201,True,False,False,True,0.0,True,5.645446897643238,6.1224928095143865,False,W,to_renovate,0.0,180000.0
196,6,4031,HOUSE,APARTMENT_BLOCK,12.0,6.234410725718371,True,False,False,False,0.0,False,0.0,5.14166355650266,False,W,to_renovate,0.0,650000.0
197,6,3001,HOUSE,APARTMENT_BLOCK,5.0,5.3981627015177525,False,False,False,True,2.302585092994046,False,0.0,4.499809670330265,False,F,to_renovate,0.0,665000.0
198,6,9900,HOUSE,VILLA,4.0,5.7430031878094825,True,False,True,False,0.0,False,0.0,8.113426639943654,False,F,good,4.0,695000.0
199,6,1180,HOUSE,APARTMENT_BLOCK,3.0,5.393627546352362,True,False,False,False,0.0,False,0.0,5.66988092298052,False,B,good,0.0,750000.0
200,6,1200,HOUSE,APARTMENT_BLOCK,5.0,5.393627546352362,False,False,False,True,3.6888794541139363,False,0.0,5.220355825078324,False,B,good,0.0,775000.0
201,6,1000,HOUSE,APARTMENT_BLOCK,4.0,5.438079308923196,False,True,False,False,0.0,False,0.0,0.0,False,B,good,0.0,1150000.0
204,6,1080,HOUSE,HOUSE,6.0,5.19295685089021,True,False,False,False,0.0,False,0.0,4.060443010546419,False,B,good,3.0,315000.0
205,6,3000,HOUSE,MANSION,4.0,5.820082930352362,True,False,False,True,3.091042453358316,False,0.0,4.844187086458591,False,F,good,2.0,895000.0
206,6,9420,HOUSE,HOUSE,2.0,4.382026634673881,True,False,False,True,2.302585092994046,True,2.5649493574615367,3.9318256327243257,False,F,renovated,3.0,210000.0
207,6,9700,HOUSE,APARTMENT_BLOCK,6.0,5.480638923341991,False,False,False,False,0.0,False,0.0,6.333279628139691,False,F,good,0.0,670000.0
208,6,4000,HOUSE,APARTMENT_BLOCK,14.0,6.396929655216146,True,False,False,True,0.0,False,0.0,0.0,False,W,renovated,0.0,950000.0
210,6,1020,HOUSE,APARTMENT_BLOCK,0.0,5.220355825078324,False,False,False,False,0.0,False,0.0,4.61512051684126,False,B,to_renovate,0.0,395000.0
211,6,7300,HOUSE,APARTMENT_BLOCK,3.0,4.718498871295094,True,False,False,True,3.4011973816621555,False,0.0,4.605170185988092,False,W,good,0.0,142500.0
214,6,6280,HOUSE,HOUSE,4.0,5.220355825078324,True,False,False,False,0.0,False,0.0,6.62273632394984,False,W,good,3.0,295000.0
216,6,8300,HOUSE,HOUSE,2.0,4.605170185988092,True,False,False,False,0.0,False,0.0,4.787491742782046,False,F,good,3.0,399000.0
219,6,2100,HOUSE,EXCEPTIONAL_PROPERTY,9.0,6.363028103540465,True,False,False,False,0.0,False,0.0,5.0106352940962555,False,F,good,4.0,789000.0
220,6,9000,HOUSE,EXCEPTIONAL_PROPERTY,2.0,4.969813299576001,True,False,False,True,3.6888794541139363,True,3.8066624897703196,4.718498871295094,False,F,good,4.0,795000.0
223,6,5000,HOUSE,APARTMENT_BLOCK,7.0,5.521460917862246,True,False,False,True,0.0,True,5.272999558563747,5.940171252720432,False,W,good,0.0,295000.0
225,6,6032,HOUSE,APARTMENT_BLOCK,5.0,5.991464547107982,True,False,False,True,4.382026634673881,True,6.214608098422191,6.423246963533519,False,W,good,0.0,550000.0
228,6,1170,HOUSE,APARTMENT_BLOCK,9.0,6.401917196727186,False,False,False,True,3.5553480614894135,True,5.484796933490655,6.222576268071369,False,B,good,0.0,1795000.0
230,6,2018,HOUSE,APARTMENT_BLOCK,7.0,6.0867747269123065,False,False,False,False,0.0,False,0.0,5.214935757608986,False,F,good,0.0,885000.0
231,6,9999,HOUSE,HOUSE,4.0,5.298317366548036,True,False,False,True,0.0,False,0.0,5.634789603169249,False,F,good,3.0,335000.0
234,6,9999,HOUSE,HOUSE,4.0,5.60947179518496,True,False,False,False,0.0,False,0.0,2.6390573296152584,False,W,to_renovate,3.0,279000.0
235,6,1070,HOUSE,APARTMENT_BLOCK,5.0,5.480638923341991,True,False,False,False,0.0,False,0.0,0.0,False,B,to_renovate,0.0,399000.0
236,6,9999,HOUSE,APARTMENT_BLOCK,2.0,4.68213122712422,True,True,False,False,0.0,False,0.0,4.68213122712422,False,F,good,0.0,264000.0
238,6,9600,HOUSE,APARTMENT_BLOCK,10.0,6.133398042996649,True,False,False,False,0.0,False,0.0,6.536691597591305,False,F,good,0.0,900000.0
239,6,7130,HOUSE,APARTMENT_BLOCK,2.0,5.087596335232384,True,False,False,True,0.0,False,0.0,4.499809670330265,False,W,good,0.0,140000.0
240,6,4860,HOUSE,APARTMENT_BLOCK,5.0,5.3471075307174685,True,False,False,True,3.6888794541139363,True,4.382026634673881,5.0106352940962555,False,W,good,0.0,162000.0
241,6,9000,HOUSE,HOUSE,2.0,4.127134385045092,True,False,False,False,0.0,False,0.0,3.713572066704308,False,F,good,3.0,165000.0
242,6,6040,HOUSE,HOUSE,4.0,5.66988092298052,True,False,False,True,0.0,True,6.309918278226516,6.684611727667927,False,W,good,3.0,199000.0
243,6,4800,HOUSE,APARTMENT_BLOCK,7.0,5.278114659230517,True,False,False,False,0.0,False,0.0,4.0943445622221,False,W,good,0.0,212500.0
244,6,4000,HOUSE,APARTMENT_BLOCK,2.0,5.308267697401205,True,False,False,False,0.0,False,0.0,4.31748811353631,False,W,good,0.0,229000.0
248,6,7130,HOUSE,APARTMENT_BLOCK,4.0,5.568344503761097,True,False,False,True,0.0,False,0.0,5.365976015021851,False,W,good,0.0,270000.0
249,6,5060,HOUSE,APARTMENT_BLOCK,4.0,5.480638923341991,True,False,False,False,0.0,False,0.0,5.521460917862246,False,W,to_renovate,0.0,275000.0
250,6,9032,HOUSE,HOUSE,3.0,5.14166355650266,True,False,False,True,0.0,True,4.852030263919617,5.3981627015177525,False,F,to_renovate,3.0,275000.0
251,6,9999,HOUSE,APARTMENT_BLOCK,6.0,5.703782474656201,True,False,False,False,0.0,False,0.0,7.2909747781429814,False,W,good,0.0,370000.0
256,6,5000,HOUSE,HOUSE,4.0,5.135798437050262,True,True,False,True,0.0,True,2.772588722239781,4.605170185988092,False,W,renovated,3.0,508800.0
258,6,8370,HOUSE,APARTMENT_BLOCK,5.0,5.529429087511423,True,False,False,True,0.0,True,4.605170185988092,5.318119993844216,False,F,renovated,0.0,860000.0
260,6,3000,HOUSE,HOUSE,7.0,5.521460917862246,False,False,False,True,0.0,False,0.0,5.659482215759621,False,F,renovated,3.0,915000.0
261,6,8660,HOUSE,HOUSE,3.0,4.406719247264253,True,False,False,True,0.0,False,0.0,0.0,False,F,good,3.0,210000.0
262,6,8570,HOUSE,HOUSE,3.0,5.247024072160486,True,False,False,True,0.0,False,0.0,5.0369526024136295,False,F,good,3.0,335000.0
263,6,7134,HOUSE,HOUSE,3.0,5.1298987149230735,True,False,False,True,0.0,False,0.0,7.8709295967551425,False,W,good,3.0,350000.0
265,6,1000,HOUSE,APARTMENT_BLOCK,5.0,5.799092654460526,True,True,False,True,2.302585092994046,False,0.0,5.181783550292085,False,B,good,0.0,995000.0
268,6,1200,HOUSE,APARTMENT_BLOCK,10.0,6.396929655216146,True,False,False,True,2.995732273553991,True,5.521460917862246,6.551080335043404,False,B,good,0.0,1500000.0
269,6,4800,HOUSE,HOUSE,4.0,4.941642422609304,False,False,False,False,0.0,False,0.0,3.912023005428146,False,W,to_renovate,3.0,99000.0
270,6,4000,HOUSE,APARTMENT_BLOCK,4.0,5.123963979403259,False,False,False,True,3.912023005428146,False,0.0,4.787491742782046,False,W,good,0.0,215000.0
271,6,1070,HOUSE,APARTMENT_BLOCK,4.0,4.976733742420574,False,False,False,False,0.0,False,0.0,3.6888794541139363,False,B,good,0.0,365000.0
272,6,1080,HOUSE,APARTMENT_BLOCK,4.0,5.308267697401205,True,False,False,True,0.0,True,3.091042453358316,4.532599493153256,False,B,good,0.0,429000.0
273,6,4800,HOUSE,APARTMENT_BLOCK,10.0,6.214608098422191,True,False,False,False,0.0,False,0.0,5.375278407684165,False,W,renovated,0.0,575000.0
275,6,1050,HOUSE,APARTMENT_BLOCK,5.0,5.966146739123692,True,False,False,True,3.912023005428146,False,0.0,0.0,False,B,good,0.0,1390000.0
278,6,8660,HOUSE,HOUSE,2.0,4.890349128221754,False,False,False,False,0.0,False,0.0,6.9584483932976555,False,F,to_renovate,3.0,399000.0
281,6,3000,HOUSE,MANSION,7.0,6.396929655216146,True,False,False,True,4.68213122712422,False,0.0,6.030685260261263,False,F,to_renovate,2.0,1250000.0
282,6,8000,HOUSE,HOUSE,3.0,6.396929655216146,False,True,False,False,0.0,False,0.0,7.112327444710911,False,F,good,3.0,1395000.0
283,6,4000,HOUSE,APARTMENT_BLOCK,4.0,5.247024072160486,True,False,False,True,0.0,False,0.0,6.3578422665081,False,W,good,0.0,259000.0
