,source,postcode,house_is,property_subtype,rooms_number,area,equipped_kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,swimming_pool_has,region,building_state_agg,facades_number,price
3419,6,9999,HOUSE,VILLA,5.0,5.872117789475416,True,False,False,True,0.0,False,0.0,0.0,False,F,good,4.0,749000.0
3420,6,9000,HOUSE,HOUSE,13.0,6.507277712385012,True,False,False,True,3.6375861597263857,False,0.0,0.0,False,F,good,3.0,2450000.0
3421,6,9999,HOUSE,HOUSE,1.0,4.31748811353631,True,False,False,False,0.0,False,0.0,1.9459101490553132,False,W,good,3.0,69000.0
3422,6,9999,HOUSE,HOUSE,2.0,4.787491742782046,True,False,False,True,0.0,True,5.521460917862246,5.799092654460526,False,W,to_renovate,3.0,80000.0
3423,6,1300,HOUSE,HOUSE,4.0,4.605170185988092,True,False,True,True,2.4849066497880004,False,0.0,6.476972362889683,False,W,to_renovate,3.0,150000.0
3424,6,9999,HOUSE,HOUSE,2.0,4.941642422609304,True,False,False,True,3.5553480614894135,True,5.991464547107982,6.040254711277414,False,W,good,3.0,175000.0
3425,6,9999,HOUSE,HOUSE,2.0,4.204692619390966,True,False,False,True,2.0794415416798357,True,3.912023005428146,4.976733742420574,False,F,to_renovate,3.0,195000.0
3426,6,4870,HOUSE,HOUSE,4.0,5.3230099791384085,True,False,False,True,2.70805020110221,True,3.912023005428146,5.075173815233827,False,W,to_renovate,3.0,207500.0
3427,6,9999,HOUSE,HOUSE,4.0,5.19295685089021,True,False,False,False,0.0,False,0.0,7.038783541388542,False,F,to_renovate,3.0,275000.0
3428,6,9999,HOUSE,HOUSE,6.0,5.521460917862246,True,False,True,True,3.1780538303479458,True,6.907755278982137,7.018401799069201,False,W,good,3.0,305000.0
3429,6,9999,HOUSE,COUNTRY_COTTAGE,4.0,5.616771097666572,True,False,False,True,4.605170185988092,False,0.0,4.605170185988092,False,W,good,0.0,325000.0
3430,6,7300,HOUSE,VILLA,4.0,5.783825182329737,True,False,False,True,3.912023005428146,True,4.605170185988092,7.3277805384216315,False,W,good,4.0,340000.0
3431,6,8380,HOUSE,HOUSE,3.0,4.852030263919617,True,False,True,True,4.174387269895637,True,5.075173815233827,5.910796644040527,False,F,good,3.0,355000.0
3432,6,9999,HOUSE,HOUSE,3.0,5.288267030694535,True,False,False,False,0.0,True,7.164720378771857,7.164720378771857,False,F,good,3.0,425000.0
3433,6,8500,HOUSE,HOUSE,4.0,5.8289456176102075,True,False,True,True,0.0,True,5.3706380281276624,6.008813185442595,False,F,good,3.0,462500.0
3434,6,1030,HOUSE,HOUSE,5.0,5.66988092298052,True,False,True,True,2.772588722239781,True,5.393627546352362,5.768320995793772,False,B,good,3.0,881000.0
3435,6,1650,HOUSE,VILLA,5.0,5.940171252720432,True,False,False,True,4.382026634673881,True,7.313220387090301,7.502186486602924,True,F,good,4.0,1350000.0
3436,6,9999,HOUSE,VILLA,5.0,5.940171252720432,True,False,False,True,4.382026634673881,True,7.313220387090301,7.502186486602924,True,F,good,4.0,1350000.0
3437,6,3040,HOUSE,EXCEPTIONAL_PROPERTY,9.0,6.745236349484363,True,False,False,True,0.0,True,9.998797732340453,12.301382825334498,True,F,to_renovate,4.0,2900000.0
3438,6,2800,HOUSE,HOUSE,4.0,5.0106352940962555,True,False,False,True,0.0,False,0.0,5.0369526024136295,False,F,to_renovate,3.0,235000.0
3439,6,8370,HOUSE,HOUSE,9.0,5.68697535633982,True,False,False,False,0.0,False,0.0,4.605170185988092,False,F,good,3.0,320000.0
3440,6,8430,HOUSE,HOUSE,4.0,5.293304824724492,True,False,False,True,0.0,False,0.0,4.9344739331306915,False,F,good,3.0,330000.0
3441,6,6001,HOUSE,HOUSE,5.0,5.075173815233827,True,False,False,True,3.4011973816621555,True,5.799092654460526,5.991464547107982,False,W,good,3.0,149000.0
3442,6,1420,HOUSE,VILLA,4.0,4.867534450455582,True,False,False,True,3.4011973816621555,True,5.991464547107982,6.492239835020471,False,W,to_renovate,4.0,375000.0
3443,6,9999,HOUSE,VILLA,4.0,5.0106352940962555,True,False,False,True,4.0943445622221,True,6.214608098422191,6.565264970035361,False,W,good,4.0,445000.0
3444,6,9999,HOUSE,VILLA,6.0,5.521460917862246,True,False,False,True,3.6888794541139363,True,6.063785208687608,6.716594773520978,False,F,good,4.0,525000.0
3445,6,2018,HOUSE,MANSION,6.0,6.09807428216624,True,False,False,True,0.0,False,0.0,5.783825182329737,False,F,good,2.0,1095000.0
3446,6,4420,HOUSE,HOUSE,2.0,4.543294782270004,True,False,False,True,3.4011973816621555,False,0.0,4.941642422609304,False,W,good,3.0,110000.0
3447,6,9280,HOUSE,HOUSE,2.0,4.867534450455582,False,False,False,True,0.0,True,4.174387269895637,5.135798437050262,False,F,to_renovate,3.0,160000.0
3448,6,9940,HOUSE,HOUSE,2.0,4.465908118654584,True,False,False,True,0.0,False,0.0,4.941642422609304,False,F,to_renovate,3.0,175000.0
3449,6,1340,HOUSE,HOUSE,3.0,5.236441962829949,True,False,True,True,3.1354942159291497,True,5.220355825078324,5.683579767338681,False,W,good,3.0,465000.0
3450,6,9999,HOUSE,HOUSE,3.0,5.19295685089021,True,False,False,False,0.0,False,0.0,5.703782474656201,False,W,to_renovate,3.0,159000.0
3451,6,5500,HOUSE,HOUSE,3.0,5.10594547390058,True,False,False,False,0.0,False,0.0,4.605170185988092,False,W,good,3.0,240000.0
3452,6,3040,HOUSE,COUNTRY_COTTAGE,4.0,5.886104031450156,True,False,False,True,3.912023005428146,True,6.907755278982137,8.955448122347393,False,F,to_renovate,0.0,490000.0
3453,6,1180,HOUSE,HOUSE,4.0,5.19295685089021,True,False,False,True,0.0,True,4.553876891600541,5.393627546352362,False,B,good,3.0,590000.0
3454,6,9999,HOUSE,MANOR_HOUSE,4.0,5.5254529391317835,True,False,True,True,0.0,True,5.918893854273146,9.625557771527026,False,F,good,0.0,775000.0
3455,6,9500,HOUSE,HOUSE,3.0,4.997212273764115,True,False,False,False,0.0,False,0.0,4.51085950651685,False,F,to_renovate,3.0,125000.0
3456,6,4420,HOUSE,HOUSE,2.0,5.521460917862246,True,False,False,True,2.70805020110221,True,5.703782474656201,6.396929655216146,False,W,to_renovate,3.0,165000.0
3457,6,9700,HOUSE,MANOR_HOUSE,3.0,5.480638923341991,True,False,False,False,0.0,False,0.0,7.468513271496337,False,F,to_renovate,0.0,290000.0
3458,6,9999,HOUSE,HOUSE,4.0,5.123963979403259,False,True,False,False,0.0,True,7.495541943884256,7.77485576666552,False,F,to_renovate,3.0,399000.0
3459,6,9999,HOUSE,VILLA,3.0,5.697093486505405,True,False,True,False,0.0,False,0.0,7.902487437162855,False,F,good,4.0,469000.0
3460,6,9999,HOUSE,HOUSE,4.0,5.262690188904886,True,False,False,True,0.0,False,0.0,6.551080335043404,False,F,good,3.0,499000.0
3461,6,1200,HOUSE,HOUSE,3.0,5.170483995038151,True,False,False,True,2.5649493574615367,True,4.394449154672439,0.0,False,B,to_renovate,3.0,550000.0
3462,6,2018,HOUSE,MANSION,4.0,5.703782474656201,True,False,False,True,0.0,False,0.0,4.31748811353631,False,F,good,2.0,595000.0
3463,6,1640,HOUSE,HOUSE,4.0,5.541263545158426,True,False,False,True,0.0,False,0.0,8.547916364059079,False,F,good,3.0,990000.0
3464,6,9600,HOUSE,HOUSE,3.0,4.653960350157523,True,False,False,False,0.0,False,0.0,4.406719247264253,False,F,to_renovate,3.0,89000.0
3465,6,9999,HOUSE,HOUSE,2.0,5.003946305945459,True,False,False,False,0.0,False,0.0,6.340359303727752,False,W,to_renovate,3.0,118000.0
3466,6,4020,HOUSE,HOUSE,2.0,4.74493212836325,True,False,False,True,3.4011973816621555,False,0.0,0.0,False,W,to_renovate,3.0,127500.0
3467,6,9600,HOUSE,HOUSE,3.0,5.0106352940962555,True,False,False,False,0.0,False,0.0,4.174387269895637,False,F,to_renovate,3.0,129500.0
3468,6,5300,HOUSE,HOUSE,3.0,4.787491742782046,True,False,True,True,3.4011973816621555,False,0.0,6.152732694704104,False,W,to_renovate,3.0,137500.0
3469,6,8370,HOUSE,HOUSE,1.0,4.8283137373023015,True,False,False,False,0.0,False,0.0,3.8918202981106265,False,F,good,3.0,155000.0
3470,6,6220,HOUSE,HOUSE,2.0,5.247024072160486,True,False,False,True,0.0,False,0.0,7.163946684342547,False,W,to_renovate,3.0,169000.0
3471,6,9999,HOUSE,HOUSE,4.0,4.867534450455582,True,False,False,True,0.0,True,0.0,6.124683390894205,False,F,good,3.0,185000.0
3472,6,8370,HOUSE,HOUSE,2.0,4.77912349311153,True,False,False,False,0.0,False,0.0,3.784189633918261,False,F,good,3.0,219000.0
3473,6,6900,HOUSE,HOUSE,4.0,5.393627546352362,True,False,False,True,0.0,True,7.251344983372214,7.251344983372214,False,W,good,3.0,225000.0
3474,6,8800,HOUSE,HOUSE,4.0,5.030437921392435,True,False,False,False,0.0,False,0.0,4.6443908991413725,False,F,good,3.0,225000.0
3475,6,9420,HOUSE,HOUSE,3.0,4.927253685157205,True,False,False,True,0.0,False,0.0,5.5134287461649825,False,F,to_renovate,3.0,225000.0
3476,6,9999,HOUSE,HOUSE,3.0,5.298317366548036,True,False,False,False,0.0,False,0.0,4.90527477843843,False,W,good,3.0,235000.0
3477,6,8370,HOUSE,HOUSE,3.0,5.209486152841421,True,False,False,True,2.995732273553991,False,0.0,4.74493212836325,False,F,good,3.0,235000.0
3478,6,8600,HOUSE,HOUSE,3.0,5.075173815233827,True,False,False,True,0.0,True,0.0,5.123963979403259,False,F,good,3.0,237000.0
3479,6,6940,HOUSE,VILLA,4.0,5.298317366548036,True,False,False,True,0.0,True,7.062191632286556,7.062191632286556,False,W,good,4.0,249000.0
3480,6,6900,HOUSE,HOUSE,4.0,5.075173815233827,True,False,False,True,0.0,False,0.0,7.306531398939505,False,W,good,3.0,265000.0
3481,6,8370,HOUSE,HOUSE,4.0,5.3706380281276624,True,False,False,False,0.0,False,0.0,4.430816798843313,False,F,good,3.0,265500.0
3482,6,8210,HOUSE,HOUSE,3.0,5.093750200806762,True,False,False,True,0.0,True,10.288749953326773,5.948034989180646,False,F,good,3.0,272000.0
3483,6,9999,HOUSE,HOUSE,4.0,5.521460917862246,True,False,False,True,0.0,False,0.0,6.214608098422191,False,W,good,3.0,275000.0
3484,6,9999,HOUSE,HOUSE,10.0,5.598421958998375,True,False,False,True,0.0,False,0.0,6.98933526597456,False,W,good,3.0,275000.0
3485,6,9999,HOUSE,HOUSE,3.0,5.54907608489522,True,False,False,True,0.0,True,7.170119543449628,7.170119543449628,False,W,good,3.0,280000.0
3486,6,8370,HOUSE,HOUSE,4.0,4.941642422609304,True,False,False,True,0.0,False,0.0,4.31748811353631,False,F,good,3.0,289000.0
3487,6,9999,HOUSE,VILLA,3.0,5.272999558563747,True,False,False,True,0.0,True,7.549609165154532,7.549609165154532,False,W,good,4.0,290000.0
3488,6,9999,HOUSE,HOUSE,3.0,4.90527477843843,True,False,False,True,0.0,False,0.0,5.71042701737487,False,F,good,3.0,295000.0
3489,6,4550,HOUSE,HOUSE,5.0,5.480638923341991,False,False,True,True,0.0,False,0.0,7.091742115095153,False,W,good,3.0,299000.0
3490,6,8870,HOUSE,HOUSE,3.0,5.2574953720277815,True,False,False,True,0.0,True,0.0,5.5909869805108565,False,F,good,3.0,299000.0
3491,6,8370,HOUSE,HOUSE,3.0,5.153291594497779,True,False,False,True,1.791759469228055,False,0.0,6.142037405587356,False,F,good,3.0,315000.0
3492,6,9999,HOUSE,HOUSE,2.0,5.123963979403259,True,False,False,True,0.0,True,5.19295685089021,5.799092654460526,False,F,good,3.0,315000.0
3493,6,8820,HOUSE,HOUSE,3.0,4.948759890378168,True,False,False,True,0.0,True,0.0,5.605802066295998,False,F,good,3.0,315000.0
3494,6,8210,HOUSE,HOUSE,5.0,5.308267697401205,True,False,False,True,0.0,False,0.0,6.144185634125646,False,F,good,3.0,319000.0
3495,6,8200,HOUSE,HOUSE,3.0,5.19295685089021,True,False,False,True,0.0,False,0.0,5.3706380281276624,False,F,good,3.0,325000.0
3496,6,9500,HOUSE,HOUSE,3.0,4.969813299576001,True,False,False,False,0.0,False,0.0,4.68213122712422,False,F,good,3.0,325000.0
3497,6,2660,HOUSE,HOUSE,4.0,5.062595033026967,True,False,False,True,2.0794415416798357,True,3.332204510175204,0.0,False,F,good,3.0,329500.0
3498,6,8370,HOUSE,HOUSE,4.0,5.187385805840755,True,False,False,False,0.0,False,0.0,5.3471075307174685,False,F,good,3.0,339000.0
3499,6,8400,HOUSE,HOUSE,4.0,5.159055299214529,True,False,False,True,0.0,False,0.0,5.10594547390058,False,F,good,3.0,339000.0
3500,6,9660,HOUSE,VILLA,4.0,5.703782474656201,True,False,False,True,0.0,False,0.0,7.438383530044307,False,F,to_renovate,4.0,339000.0
3501,6,9999,HOUSE,VILLA,3.0,4.976733742420574,True,False,False,True,2.8903717578961645,True,6.684611727667927,6.684611727667927,False,W,good,4.0,340000.0
3502,6,9999,HOUSE,HOUSE,3.0,5.616771097666572,True,False,False,True,3.091042453358316,False,0.0,9.55393007636626,False,F,good,3.0,340000.0
3503,6,9999,HOUSE,HOUSE,3.0,5.19295685089021,True,False,False,True,0.0,False,0.0,6.551080335043404,False,F,good,3.0,340000.0
3504,6,8490,HOUSE,HOUSE,3.0,4.941642422609304,True,False,False,False,0.0,False,0.0,6.102558594613569,False,F,good,3.0,349000.0
3505,6,9940,HOUSE,HOUSE,3.0,5.0369526024136295,True,False,False,True,3.4657359027997265,False,0.0,5.991464547107982,False,F,good,3.0,350000.0
3506,6,8840,HOUSE,HOUSE,4.0,5.62040086571715,True,False,False,True,4.330733340286331,True,7.170119543449628,7.450079569807499,False,F,good,3.0,370000.0
3507,6,3300,HOUSE,MANSION,4.0,5.4116460518550396,True,False,False,True,2.4849066497880004,False,0.0,4.605170185988092,False,F,good,2.0,395000.0
3508,6,8490,HOUSE,HOUSE,4.0,5.298317366548036,True,False,False,True,0.0,False,0.0,6.472346294500901,False,F,good,3.0,395000.0
3509,6,4550,HOUSE,HOUSE,6.0,5.752572638825633,False,False,True,True,0.0,False,0.0,7.459338895220296,False,W,good,3.0,419000.0
3510,6,6900,HOUSE,HOUSE,5.0,5.598421958998375,True,False,False,True,5.0106352940962555,False,0.0,7.313220387090301,False,W,good,3.0,448000.0
3511,6,9999,HOUSE,HOUSE,4.0,5.579729825986222,True,False,False,True,4.553876891600541,True,7.495541943884256,8.039157390473237,False,W,to_renovate,3.0,475000.0
3512,6,9999,HOUSE,HOUSE,2.0,5.135798437050262,True,False,False,True,0.0,True,0.0,6.822197390620491,False,F,good,3.0,485000.0
3513,6,8800,HOUSE,VILLA,5.0,5.560681631015528,True,False,False,False,0.0,True,0.0,7.085064293952548,False,F,good,4.0,490000.0
3514,6,8620,HOUSE,VILLA,4.0,5.41610040220442,True,False,False,True,0.0,False,0.0,6.364750756851911,False,F,good,4.0,495000.0
3515,6,8840,HOUSE,HOUSE,3.0,5.438079308923196,True,False,False,True,4.442651256490317,False,0.0,7.181591944611865,False,F,good,3.0,499000.0
3516,6,8420,HOUSE,VILLA,4.0,5.356586274672012,True,False,False,True,3.044522437723423,True,6.677083461247136,6.913737350659685,False,F,good,4.0,530000.0
3517,6,8370,HOUSE,HOUSE,4.0,6.1070228877422545,True,False,False,True,0.0,False,0.0,5.135798437050262,False,F,good,3.0,535000.0
3518,6,8670,HOUSE,HOUSE,4.0,5.560681631015528,True,False,False,True,0.0,False,0.0,6.502790045915623,False,F,good,3.0,535000.0
3519,6,8420,HOUSE,HOUSE,3.0,5.3706380281276624,True,False,False,True,0.0,False,0.0,5.948034989180646,False,F,good,3.0,549000.0
3520,6,1332,HOUSE,VILLA,4.0,5.135798437050262,True,False,False,True,2.70805020110221,True,7.3427791893318455,7.3427791893318455,False,W,to_renovate,4.0,675000.0
3521,6,1410,HOUSE,VILLA,5.0,5.541263545158426,True,False,True,True,3.6109179126442243,True,7.313220387090301,7.3777589082278725,False,W,good,4.0,695000.0
3522,6,9999,HOUSE,VILLA,4.0,5.4680601411351315,True,False,False,False,0.0,False,0.0,8.079927770758275,False,F,good,4.0,695000.0
3523,6,9999,HOUSE,VILLA,3.0,6.045005314036012,True,False,False,True,0.0,True,0.0,8.592300663903043,True,F,good,4.0,745000.0
3524,6,1850,HOUSE,HOUSE,4.0,6.07993319509559,True,False,False,True,0.0,False,0.0,7.568379267836522,False,F,good,3.0,825000.0
3525,6,1300,HOUSE,EXCEPTIONAL_PROPERTY,6.0,6.396929655216146,True,False,False,True,0.0,False,0.0,7.991253929840199,False,W,good,4.0,1049000.0
3526,6,1180,HOUSE,EXCEPTIONAL_PROPERTY,4.0,5.3471075307174685,True,False,True,True,3.4011973816621555,True,6.620073206530356,6.774223886357614,False,B,good,4.0,1100000.0
3527,6,3000,HOUSE,VILLA,4.0,5.768320995793772,False,False,False,False,0.0,False,0.0,7.600902459542082,True,F,good,4.0,1150000.0
3528,6,1180,HOUSE,VILLA,4.0,5.703782474656201,True,False,False,True,3.5553480614894135,False,0.0,8.006367567650246,False,B,good,4.0,1280000.0
3529,6,1050,HOUSE,MANSION,4.0,5.703782474656201,False,False,False,True,2.70805020110221,False,0.0,5.099866427824199,False,B,good,2.0,1300000.0
3530,6,1370,HOUSE,VILLA,5.0,6.52649485957079,True,False,False,True,5.135798437050262,True,8.411832675758411,8.517193191416238,True,W,good,4.0,1350000.0
3531,6,1180,HOUSE,HOUSE,4.0,6.1092475827643655,True,False,False,True,0.0,False,0.0,7.313220387090301,False,B,good,3.0,1990000.0
3532,6,1150,HOUSE,VILLA,4.0,5.991464547107982,True,False,False,True,3.2188758248682006,False,0.0,7.819636302367592,False,B,to_renovate,4.0,2250000.0
3533,6,1640,HOUSE,VILLA,6.0,6.907755278982137,False,False,True,True,0.0,False,0.0,8.511175119090675,False,F,good,4.0,2900000.0
3534,6,4870,HOUSE,HOUSE,5.0,4.90527477843843,True,False,False,False,0.0,False,0.0,4.727387818712341,False,W,good,3.0,139000.0
3535,6,7100,HOUSE,HOUSE,3.0,5.1647859739235145,True,False,True,True,2.995732273553991,True,4.553876891600541,4.74493212836325,False,W,good,3.0,190000.0
3536,6,9900,HOUSE,HOUSE,4.0,5.10594547390058,True,False,False,True,2.995732273553991,False,0.0,5.517452896464707,False,F,good,3.0,219000.0
3537,6,9420,HOUSE,HOUSE,4.0,6.1092475827643655,False,False,True,False,0.0,True,4.787491742782046,5.991464547107982,False,F,to_renovate,3.0,225000.0
3538,6,9340,HOUSE,HOUSE,3.0,5.0106352940962555,True,False,False,False,0.0,False,0.0,7.236339342754344,False,F,to_renovate,3.0,229000.0
3539,6,9999,HOUSE,HOUSE,3.0,5.420534999272286,False,False,False,True,3.6888794541139363,True,4.499809670330265,5.66988092298052,False,F,good,3.0,379000.0
3540,6,1180,HOUSE,HOUSE,4.0,5.0106352940962555,True,False,False,True,0.0,True,1.0986122886681098,5.298317366548036,False,B,to_renovate,3.0,499000.0
3541,6,3300,HOUSE,HOUSE,4.0,5.537334267018537,True,False,False,False,0.0,False,0.0,8.021584533455107,False,F,good,3.0,525000.0
3542,6,8770,HOUSE,VILLA,3.0,5.298317366548036,True,False,True,False,0.0,False,0.0,6.253828811575473,False,F,good,4.0,548000.0
3543,6,1180,HOUSE,HOUSE,4.0,5.25227342804663,True,False,False,False,0.0,False,0.0,0.0,False,B,good,3.0,650000.0
3544,6,9999,HOUSE,COUNTRY_COTTAGE,3.0,5.814130531825066,True,False,False,False,0.0,False,0.0,9.101752431559284,False,F,renovated,0.0,995000.0
3545,6,1180,HOUSE,HOUSE,4.0,5.91350300563827,True,False,False,True,4.605170185988092,True,5.703782474656201,6.543911845564792,False,B,good,3.0,1080000.0
3546,6,1380,HOUSE,HOUSE,5.0,5.991464547107982,True,False,True,False,0.0,False,0.0,8.922658299524402,True,W,good,3.0,2650000.0
3547,6,1380,HOUSE,HOUSE,5.0,5.991464547107982,True,False,True,False,0.0,False,0.0,10.165851817003619,True,W,good,3.0,3150000.0
3548,6,1050,HOUSE,HOUSE,5.0,6.492239835020471,True,False,True,True,0.0,False,0.0,5.814130531825066,True,B,good,3.0,3900000.0
3549,6,9999,HOUSE,HOUSE,3.0,5.135798437050262,True,False,False,True,0.0,True,5.298317366548036,5.768320995793772,False,W,renovated,3.0,185000.0
3550,6,5100,HOUSE,HOUSE,2.0,4.718498871295094,True,False,False,False,0.0,True,5.840641657373398,6.07993319509559,False,W,good,3.0,295000.0
3551,6,2800,HOUSE,HOUSE,4.0,5.480638923341991,False,False,False,True,3.2188758248682006,False,0.0,6.09807428216624,False,F,to_renovate,3.0,340000.0
3552,6,2060,HOUSE,HOUSE,3.0,4.8283137373023015,True,False,False,True,2.8903717578961645,True,3.6888794541139363,4.499809670330265,False,F,renovated,3.0,345000.0
3553,6,1435,HOUSE,HOUSE,4.0,5.438079308923196,True,False,False,True,2.833213344056216,False,0.0,5.521460917862246,False,W,good,3.0,395000.0
3554,6,9150,HOUSE,HOUSE,3.0,5.049856007249537,False,False,False,False,0.0,False,0.0,4.7535901911063645,False,F,good,3.0,160000.0
3555,6,2660,HOUSE,HOUSE,4.0,5.25227342804663,True,False,True,True,2.4849066497880004,True,4.787491742782046,5.568344503761097,False,F,good,3.0,365000.0
3556,6,2100,HOUSE,TOWN_HOUSE,3.0,5.099866427824199,True,False,True,True,2.6390573296152584,True,4.605170185988092,5.293304824724492,False,F,renovated,3.0,349000.0
3557,6,9999,HOUSE,HOUSE,3.0,4.74493212836325,True,False,False,False,0.0,True,6.620073206530356,6.620073206530356,False,W,good,3.0,350000.0
3558,6,8400,HOUSE,MANSION,4.0,5.5053315359323625,True,False,False,False,0.0,True,4.02535169073515,5.056245805348308,False,F,to_renovate,2.0,385000.0
3559,6,8300,HOUSE,HOUSE,4.0,5.703782474656201,True,False,False,True,0.0,False,0.0,5.247024072160486,False,F,good,3.0,695000.0
3560,6,8300,HOUSE,VILLA,3.0,5.209486152841421,True,False,False,True,2.4849066497880004,True,4.605170185988092,5.926926025970411,False,F,good,4.0,745000.0
3561,6,9280,HOUSE,HOUSE,3.0,4.976733742420574,True,False,True,True,2.995732273553991,True,5.541263545158426,5.799092654460526,False,F,renovated,3.0,275000.0
3562,6,1420,HOUSE,HOUSE,3.0,4.727387818712341,True,False,True,True,0.0,True,6.1092475827643655,6.776506992372183,False,W,to_renovate,3.0,340000.0
3563,6,9450,HOUSE,HOUSE,3.0,5.43372200355424,True,False,False,False,0.0,False,0.0,5.726847747587197,False,F,good,3.0,349000.0
3564,6,1420,HOUSE,HOUSE,3.0,4.941642422609304,True,False,False,True,2.70805020110221,True,6.214608098422191,6.5337888379333435,False,W,good,3.0,450000.0
3565,6,6940,HOUSE,HOUSE,9.0,5.932245187448011,True,False,False,False,0.0,True,8.131530710604252,8.131530710604252,False,W,good,3.0,690000.0
3566,6,9999,HOUSE,HOUSE,2.0,4.248495242049359,True,False,False,True,0.0,False,0.0,0.0,False,F,good,3.0,185000.0
3567,6,9999,HOUSE,FARMHOUSE,6.0,5.3471075307174685,False,False,False,False,0.0,False,0.0,10.26140672210502,False,W,to_renovate,0.0,140000.0
3568,6,8870,HOUSE,HOUSE,3.0,4.90527477843843,True,False,False,True,2.9444389791664403,True,9.65509029374725,5.517452896464707,False,F,good,3.0,266500.0
3569,6,9700,HOUSE,HOUSE,3.0,5.19295685089021,True,False,False,False,0.0,False,0.0,5.736572297479192,False,F,to_renovate,3.0,275000.0
3570,6,9999,HOUSE,HOUSE,4.0,5.147494476813453,True,False,False,False,0.0,True,6.29156913955832,6.635946555686647,False,W,good,3.0,325000.0
3571,6,9999,HOUSE,HOUSE,4.0,5.220355825078324,True,False,False,False,0.0,False,0.0,6.396929655216146,False,F,good,3.0,329000.0
3572,6,9120,HOUSE,HOUSE,2.0,4.584967478670572,True,False,False,True,3.1780538303479458,True,5.298317366548036,5.598421958998375,False,F,renovated,3.0,249000.0
3573,6,9999,HOUSE,HOUSE,3.0,5.1647859739235145,True,False,True,True,0.0,True,7.438383530044307,7.524021415206125,False,W,good,3.0,285000.0
3574,6,4920,HOUSE,HOUSE,6.0,5.780743515792329,True,False,False,True,3.4011973816621555,True,5.799092654460526,6.222576268071369,False,W,good,3.0,389000.0
3575,6,8310,HOUSE,VILLA,5.0,5.799092654460526,True,False,True,True,0.0,False,0.0,7.085901464365611,False,F,good,4.0,799000.0
3576,6,3140,HOUSE,HOUSE,5.0,5.966146739123692,True,False,True,False,0.0,True,7.867105500316739,8.006367567650246,False,F,good,3.0,849000.0
3577,6,1180,HOUSE,HOUSE,5.0,5.652489180268651,False,False,True,False,0.0,False,0.0,7.035268599281097,False,B,to_renovate,3.0,1900000.0
3578,6,9999,HOUSE,HOUSE,6.0,5.480638923341991,True,False,False,False,0.0,False,0.0,5.703782474656201,False,W,to_renovate,3.0,165000.0
3579,6,9600,HOUSE,HOUSE,4.0,4.927253685157205,True,False,False,True,3.2188758248682006,False,0.0,4.605170185988092,False,F,good,3.0,189750.0
3580,6,9999,HOUSE,HOUSE,4.0,5.298317366548036,True,False,False,True,0.0,False,0.0,6.684611727667927,False,W,to_renovate,3.0,225000.0
3581,6,6560,HOUSE,HOUSE,3.0,5.262690188904886,True,False,False,True,0.0,False,0.0,7.022868086082641,False,W,good,3.0,265000.0
3582,6,9700,HOUSE,HOUSE,3.0,5.19295685089021,True,True,False,True,0.0,False,0.0,5.808142489980444,False,F,good,3.0,298000.0
3583,6,9160,HOUSE,HOUSE,3.0,4.852030263919617,True,False,False,True,3.8066624897703196,True,5.41610040220442,6.129050210060545,True,F,good,3.0,325000.0
3584,6,9040,HOUSE,HOUSE,3.0,4.867534450455582,True,False,False,True,3.2188758248682006,True,6.214608098422191,4.700480365792417,False,F,good,3.0,485000.0
3585,6,2560,HOUSE,HOUSE,4.0,5.583496308781699,True,False,False,False,0.0,False,0.0,6.3835066348840055,False,F,good,3.0,489000.0
3586,6,1410,HOUSE,VILLA,4.0,5.356586274672012,True,False,False,False,0.0,False,0.0,6.950814768442584,False,W,good,4.0,820000.0
3587,6,9999,HOUSE,HOUSE,3.0,4.867534450455582,False,False,False,True,2.995732273553991,True,6.186208623900494,6.186208623900494,False,W,good,3.0,245000.0
3588,6,8800,HOUSE,HOUSE,3.0,6.104793232414985,True,False,False,False,0.0,False,0.0,6.104793232414985,False,F,renovated,3.0,309000.0
3589,6,9999,HOUSE,VILLA,2.0,5.393627546352362,True,False,False,True,0.0,False,0.0,7.580699752224563,False,F,good,4.0,675000.0
3590,6,3300,HOUSE,HOUSE,4.0,5.043425116919247,True,False,False,True,2.302585092994046,True,5.075173815233827,5.616771097666572,False,F,to_renovate,3.0,178800.0
3591,6,9999,HOUSE,VILLA,3.0,5.2574953720277815,True,False,True,False,0.0,False,0.0,6.663132695990803,False,W,good,4.0,315000.0
3592,6,9999,HOUSE,HOUSE,5.0,6.148468295917647,True,False,False,False,0.0,False,0.0,7.711548979629146,False,W,good,3.0,350000.0
3593,6,3920,HOUSE,HOUSE,3.0,5.3230099791384085,True,False,False,True,3.044522437723423,False,0.0,6.354370040797351,False,F,good,3.0,376000.0
3594,6,9999,HOUSE,HOUSE,4.0,5.1647859739235145,True,False,True,False,0.0,False,0.0,6.933423025730715,False,W,good,3.0,395000.0
3595,6,1325,HOUSE,VILLA,4.0,5.703782474656201,True,False,False,True,3.2188758248682006,False,0.0,6.745236349484363,False,W,good,4.0,425000.0
3596,6,9600,HOUSE,HOUSE,4.0,5.560681631015528,True,False,False,True,0.0,True,7.157735484249907,7.157735484249907,False,F,renovated,3.0,459000.0
3597,6,9040,HOUSE,HOUSE,4.0,5.075173815233827,False,False,False,True,0.0,False,0.0,4.634728988229636,False,F,good,3.0,495000.0
